,0
Walking On Thin Ice,580.0
Games People Play,368.0
A Little In Love,374.0
Heaven In Your Arms,430.0
Hello Again,96.0
Lonely Together,450.0
Treat Me Right,324.0
The Winner Takes It All,208.0
Celebration,30.0
9 To 5,26.0
Time Out Of Mind,242.0
Turn Me Loose,595.0
Mister Sandman,481.0
Crying,90.0
The Party's Over (Hopelessly In Love),442.0
The Best Of Times,57.0
Woman,40.0
Hurry Up And Wait,406.0
One Day In Your Life,385.0
I Can't Say Goodbye To You,264.0
While You See A Chance,126.0
Next Time You'll Know,410.0
Her Town Too,154.0
You Like Me Don't You,450.0
Wasn't That A Party,629.0
Super Trouper,495.0
I Loved 'em Every One,518.0
Somebody's Knockin',286.0
I've Been Waiting For You All Of My Life,432.0
Ain't Even Done With The Night,357.0
You're So Easy To Love,406.0
Just So Lonely,351.0
Love You Like I Never Loved Before,312.0
Rain In May,444.0
Blessed Are The Believers,442.0
Hold On Loosely,459.0
Find Your Way Back,377.0
Say You'll Be Mine,280.0
Kiss On My List,23.0
Almost Saturday Night,432.0
Ai No Corrida (I-No-Ko-ree-da),336.0
Brooklyn Girls,378.0
I Missed Again,304.0
Give A Little Bit More,451.0
I Can Take Care Of Myself,429.0
Morning Train (Nine To Five),21.0
Yearning For Your Love,420.0
Another Ticket,390.0
Say What,384.0
What Cha' Gonna Do For Me,477.0
Sweetheart,190.0
Ready For Love,276.0
Watching The Wheels,170.0
What She Does To Me (The Diana Song),366.0
American Memories,240.0
Don't Let Go The Coat,336.0
Sign Of The Gypsy Queen,456.0
Angel Of The Morning,88.0
Rich Man,445.0
The Waiting,247.0
Some Changes Are For Good,390.0
Too Much Time On My Hands,171.0
Just The Two Of Us,48.0
On And On And On,540.0
Fool In Love With You,400.0
You Are Forever,413.0
Take It On The Run,100.0
Love Light,243.0
Being With You,50.0
The Kid Is Hot Tonite,385.0
Under The Covers,284.0
Shaddap You Face,742.0
Suzi,440.0
Fantasy Girl,520.0
What Are We Doin' In Love,280.0
Summer '81 medley,243.0
Winning,306.0
Stronger Than Before,390.0
A Life Of Illusion,408.0
America,136.0
It's Just The Sun,166.0
You're Mine Tonight,340.0
I Love You,324.0
Jolé Blon,390.0
This Little Girl,198.0
Give It To Me Baby,560.0
Nothing Ever Goes As Planned,432.0
Tom Sawyer,572.0
Medley,21.0
Nightwalker,410.0
A Woman Needs Love (Just Like You Do),108.0
A Woman In Love (It's Not Me),474.0
All Those Years Ago,32.0
I Love My Truck,282.0
Modern Girl,324.0
Don't Want To Wait Anymore,420.0
Seven Year Ache,440.0
Don't Let Him Go,336.0
Gemini Dream,180.0
Sweet Baby,380.0
You Make My Dreams,105.0
The One That You Love,19.0
Shake It Up Tonight,490.0
The Sensitive Kind,448.0
Double Dutch Bus,570.0
Stranger,528.0
Touch Me When We're Dancing,224.0
In The Air Tonight,323.0
Bette Davis Eyes,26.0
Falling In Love Again,512.0
The Sun Ain't Gonna Shine Anymore,448.0
The Stroke,340.0
Let's Dance (Make Your Body Move),264.0
You're My Girl,351.0
Nicole,546.0
You've Got A Good Love Coming,316.0
Don't Give It Up,338.0
A Heart In New York,594.0
I'm Gonna Love Her For Both Of Us,252.0
Just Be My Lady,335.0
Elvira,110.0
Boy From New York City,147.0
Love On A Two Way Street,442.0
Hearts,168.0
I Don't Need You,54.0
I'm So Glad I'm Standing Here Today,291.0
The House Of The Rising Sun,308.0
No Time To Lose,740.0
Let's Put The Fun Back In Rock N Roll,324.0
Silly,530.0
Backfired,430.0
Square Biz,650.0
That Old Song,315.0
You Could Take My Heart Away,416.0
Aiming At Your Heart,335.0
Fire And Ice,255.0
I'm In Love,560.0
Some Days Are Diamonds (Some Days Are Stone),720.0
Leila,308.0
Really Wanna Know You,272.0
Back To The 60's,267.0
Cool Love,221.0
Draw Of The Cards,336.0
Fire In The Sky,304.0
The Breakup Song (They Don't Write 'Em),345.0
Feels So Right,440.0
In Your Letter,260.0
"Theme From ""Greatest American Hero"" (Believe It or Not)",52.0
Jessie's Girl,32.0
Love All The Hurt Away,460.0
Wired For Sound,284.0
Take Me Now,434.0
Stay Awake,540.0
General Hospi-tale,528.0
Slow Hand,48.0
More Stars,385.0
Lady (You Bring Me Up),176.0
The Jam Was Moving,246.0
Heavy Metal (Takin' A Ride),731.0
Burnin' For You,560.0
A Lucky Guy,448.0
Snake Eyes,335.0
The Beach Boys Medley,216.0
You Saved My Soul,407.0
Working In The Coal Mine,516.0
Destroyer,340.0
Mistaken Identity,360.0
Queen Of Hearts,54.0
"Pay The Devil (Ooo, Baby, Ooo)",335.0
La La Means I Love You,432.0
I Could Never Miss You (More Than I Do),324.0
The Voice,255.0
When She Dances,441.0
I'm Your Superman,186.0
Who's Crying Now,84.0
Snap Shot,637.0
Alien,435.0
Sweet Merilee,480.0
Atlanta Lady (Something About Your Love),351.0
Magic Power,561.0
Promises In The Dark,418.0
Share Your Love With Me,210.0
The Cowboy And The Lady,462.0
Talking Out Of Turn,455.0
Say Goodbye To Hollywood,255.0
I'm Just Too Shy,480.0
I Heard It Through The Grapevine (Part 1),553.0
Sharing The Love,455.0
Hard To Say,133.0
Controversy,770.0
Twilight,418.0
"I Want You, I Need You",518.0
Sausalito Summernight,450.0
For Your Eyes Only,100.0
"She's A Bad Mama Jama (She's Built, She's Stacked)",462.0
Runaway Rita,504.0
I've Done Everything For You,176.0
Blaze Of Glory,594.0
The Theme From Hill Street Blues,220.0
Better Things,736.0
Never Too Much,495.0
Just Once,391.0
Tryin' To Live My Life Without You,95.0
Super Freak (Part I),384.0
Poor Man's Son,462.0
Wrack My Brain,418.0
The Old Songs,240.0
No Reply At All,522.0
Those Good Old Dreams,378.0
Can't Hold Back (Your Loving),445.0
Arthur's Theme (Best That You Can Do),24.0
Let Me Love You Once,480.0
Closer To The Heart,759.0
Southern Pacific,350.0
Wkrp In Cincinnati,650.0
Heart Like A Wheel,336.0
Every Little Thing She Does Is Magic,57.0
Private Eyes,23.0
My Kinda Lover,450.0
Steal The Night,525.0
"My Girl (Gone, Gone, Gone)",418.0
Castles In The Air,504.0
Little Darlin',441.0
Start Me Up,48.0
If I Were You,484.0
Here I Am (Just When I Thought I Was Over You),100.0
A World Without Heroes,504.0
Take My Heart (You Can Have It If You Want It),289.0
More Than Just The Two Of Us,510.0
Could It Be Love,470.0
Seasons Of Gold,246.0
Oh No,80.0
Feel Like A Number,384.0
Breakin' Away,430.0
Don't Stop Believin',144.0
I Wouldn't Have Missed It For The World,340.0
Power Play,192.0
Yesterday's Songs,165.0
Keeping Our Love Alive,500.0
Start It All Over,291.0
She's Got A Way,322.0
Opposites Do Attract,234.0
Young Turks,95.0
Comin' In And Out Of Your Life,176.0
Leather And Lace,114.0
Trouble,171.0
Be Mine (Tonight),368.0
Perhaps Love,413.0
Voice On The Radio,315.0
You Can,385.0
Why You Wanna Try Me,330.0
Here To Love You,325.0
Wanna Be With You,357.0
Crazy (Keep On Falling),462.0
Hooked On Classics,200.0
Let's Groove,72.0
Natural Love,396.0
Let's Get It Up,396.0
Waiting On A Friend,195.0
Cool (Part 1),630.0
Waiting For A Girl Like You,46.0
Cool Night,209.0
Turn Your Love Around,110.0
Our Lips Are Sealed,600.0
All Our Tomorrows,420.0
If Looks Could Kill,432.0
Lonely Nights,168.0
Only One You,544.0
The Longer You Wait,267.0
Love Is Alright Tonite,320.0
You Could Have Been With Me,270.0
Abacab,364.0
Working For The Weekend,580.0
Let The Feeling Flow,504.0
Somewhere Down The Road,315.0
The Sweetest Thing (I've Ever Known),168.0
Memories Of Days Gone By,355.0
Physical,26.0
Anyone Can See,756.0
Don't Let Him Know,390.0
Through The Years,195.0
Tell Me Tomorrow - Part I,396.0
Love In The First Degree,315.0
I Can't Go For That (No Can Do),21.0
Leader Of The Band,180.0
Just Can't Win 'em All,456.0
When All Is Said And Done,378.0
"Mirror, Mirror",112.0
Spirits In The Material World,143.0
Over The Line,455.0
Never Give Up On A Good Thing,468.0
Shake It Up,88.0
On The Way To The Sky,270.0
Bobbie Sue,168.0
Tonight I'm Yours (Don't Hurt Me),280.0
Don't Stop Me Baby (I'm On Fire),488.0
Centerfold,25.0
Pop Goes The Movies Part I,385.0
Loving You,264.0
Right The First Time,385.0
All Night With Me,483.0
If I Could Get You (into my Life),608.0
Make Up Your Mind,497.0
Find Another Fool,208.0
You Got The Power,396.0
Juke Box Hero,338.0
Mama Used To Say,390.0
One Hundred Ways,294.0
Should I Do It,208.0
I'll Try Something New,410.0
Make A Move On Me,70.0
Baby Makes Her Blue Jeans Talk,300.0
Pac-Man Fever,171.0
If I Had My Wish Tonight,360.0
Fool For Your Love,231.0
Open Arms,36.0
Since You're Gone,369.0
Edge Of Seventeen (Just Like The White Winged Dove),154.0
Let's Hang On,320.0
The Gigolo,513.0
Work That Body,308.0
I'm In Love Again,405.0
(oh) Pretty Woman,192.0
Just To Satisfy You,468.0
Turn On Your Radar,448.0
Man On The Corner,440.0
Hang Fire,220.0
Do You Believe In Love,119.0
One To One,450.0
Goin' Down,272.0
Secret Journey,368.0
Theme From Magnum P.i.,425.0
Shanghai Breezes,434.0
The Beatles' Movie Medley,132.0
Freeze-frame,64.0
If It Ain't One Thing...It's Another,470.0
We Got The Beat,38.0
The Visitors,504.0
Still In Saigon,264.0
I Know What Boys Like,372.0
Wake Up Little Susie,297.0
Old Fashioned Love,540.0
Get Down On It,170.0
I Love Rock 'N Roll,20.0
Chariots Of Fire - Titles,28.0
Cat People (Putting Out Fire),670.0
Standing On The Top-Part 1,528.0
Back To School Again,497.0
The Very Best In You,420.0
I Predict,420.0
How Can You Love Me,344.0
Murphy's Law,468.0
Route 66,390.0
Happy Man,434.0
Did It In A Minute,144.0
Run For The Roses,252.0
When He Shines,450.0
Stone Cold,480.0
Soup For One,480.0
Friends In Love,494.0
'65 Love Affair,120.0
Empty Garden (Hey Hey Johnny),221.0
Without You (Not Another Lonely Night),360.0
What Do All The People Know,472.0
I've Never Been To Me,69.0
Right Kind Of Love,448.0
Too Good To Turn Back Now,231.0
Happy Hour,350.0
Man On Your Mind,224.0
Dance Wit' Me - Part 1,576.0
It's Gonna Take A Miracle,170.0
Hooked On Big Bands,732.0
To Dream The Dream,372.0
Into My Love,184.0
867-5309/jenny,108.0
Outlaw,282.0
Every Love Song,164.0
After The Glitter Fades,352.0
Don't Talk To Strangers,42.0
Be Mine Tonight,385.0
No One Like You,455.0
Always On My Mind,115.0
This Man Is Mine,429.0
Street Corner,560.0
The Other Woman,84.0
Break It Up,338.0
Ebony And Ivory,19.0
If You Want My Love,495.0
Nice Girls,481.0
Any Day Now,224.0
Loveline,600.0
Younger Days,240.0
Forget Me Nots,368.0
Play The Game Tonight,255.0
Take Me Down,234.0
Foolin' Yourself,390.0
Enough Is Enough,400.0
Hooked On Swing,372.0
Still They Ride,266.0
Caught Up In You,170.0
Your Imagination,363.0
Love's Been A Little Bit Hard On Me,119.0
I Found Somebody,403.0
Do I Do,182.0
Route 101,370.0
Seasons Of The Heart,390.0
Personally,342.0
Paperlate,448.0
Love Plus One,629.0
If The Love Fits Wear It,448.0
Luanne,450.0
Don't Run My Life,410.0
I Really Don't Need No Light,585.0
Don't You Want Me,28.0
Sad Hearts,252.0
Ain't Nothing Like The Real Thing/You're All I Need To Get By,264.0
Emotions In Motion,408.0
Rosanna,46.0
She Got The Goldmine (i Got The Shaft),513.0
In The Driver's Seat,432.0
How Can I Live Without Her,497.0
She Looks A Lot Like You,335.0
American Music,224.0
Planet Rock,528.0
Out Of Work,336.0
Themes From E.T. (The Extra-Terrestrial),423.0
Let It Whip,115.0
Keep The Fire Burnin',112.0
Valley Girl,384.0
When I'm Holding You Tight,312.0
Wasted On The Way,135.0
He Could Be The One,518.0
Workin' For A Livin',369.0
Still In The Game,470.0
Oh Julie,418.0
Even The Nights Are Better,90.0
Never Been In Love,308.0
Burning Down One Side,384.0
All Of My Love,462.0
Machinery,399.0
777-9311,264.0
Think I'm In Love,272.0
Love Is In Control (Finger On The Trigger),180.0
Only Time Will Tell,238.0
Electricland,296.0
Holdin' On,407.0
Do You Wanna Touch Me (Oh Yeah),280.0
Johnny Can't Read,462.0
Hurts So Good,56.0
Let Me Tickle Your Fancy,270.0
You Keep Runnin' Away,418.0
Make Believe,390.0
Ribbon In The Sky,378.0
You Dropped A Bomb On Me,403.0
Voyeur,348.0
Please Be The One,441.0
You Should Hear How She Talks About You,125.0
Situation,584.0
Young Love,342.0
Don't Fight It,204.0
Right Here And Now,464.0
She's Tight,455.0
Tug Of War,424.0
Attack Of The Name Game,420.0
Eye Of The Tiger,25.0
Close Enough To Perfect,780.0
Sweet Time,364.0
I Get Excited,384.0
Tough World,342.0
Shakin',567.0
Athena,392.0
State Of Independence,410.0
New World Man,252.0
Cool Magic,456.0
I Ran (So Far Away),198.0
Gypsy,168.0
Pledge Pin,370.0
You Can Do Magic,160.0
I Keep Forgettin' (Every Time You're Near),76.0
Love Come Down,272.0
Break It To Me Gently,187.0
The One You Love,255.0
A Love Song,470.0
Eye In The Sky,75.0
Wake Up My Love,265.0
Stand Or Fall,608.0
Jack & Diane,22.0
Destination Unknown,588.0
Love Me Tomorrow,330.0
The Elvis Medley,497.0
Used To Be,506.0
Don't Stop Trying,415.0
You Don't Want Me Anymore,320.0
Who Can It Be Now?,27.0
Southern Cross,306.0
Painted Picture,420.0
Pressure,340.0
"(you're So Square) Baby, I Don't Care",423.0
Whatcha Gonna Do,533.0
Bad Boy/Having A Party,660.0
"Beg, Borrow Or Steal",395.0
Be My Lady,448.0
Up Where We Belong,23.0
Take The Time,405.0
Everybody Wants You,544.0
Muscles,170.0
On The Wings Of Love,522.0
It's Raining Again,143.0
I Gotta Try,484.0
Are You Getting Enough Happiness,455.0
Eminence Front,408.0
Shadows Of The Night,208.0
Industrial Disease,300.0
Are You Serious,342.0
All Touch,406.0
Does It Make You Remember,468.0
A Penny For Your Thoughts,693.0
Rock This Town,189.0
"Let's Go Dancin' (ooh La, La, La)",450.0
Truly,18.0
Two Less Lonely People In The World,532.0
What If (I Said I Love You),568.0
Feet Don't Fail Me Now,492.0
Put It In A Magazine,560.0
Right Before Your Eyes,585.0
Memory,546.0
Shock The Monkey,522.0
Steppin' Out,162.0
Still Taking Chances,532.0
The Look Of Love (Part One),450.0
I Knew You When,444.0
All Those Lies,492.0
Love In Store,308.0
The Girl Is Mine,36.0
New Frontier,420.0
Mickey,27.0
Dirty Laundry,57.0
Windows,504.0
Voo Doo,360.0
Hand To Hold On To,342.0
You Got Lucky,360.0
Shoot For The Moon,650.0
Heart Of The Night,400.0
Rock The Casbah,192.0
Gloria,72.0
Space Age Love Song,540.0
She's A Runner,450.0
The Other Guy,198.0
Heart To Heart,255.0
Shoppin' From A To Z,308.0
Africa,21.0
Sexual Healing,63.0
Maneater,23.0
Don't Tell Me You Love Me,440.0
Keep It Tight,312.0
Betcha She Don't Love You,539.0
You Can't Hurry Love,210.0
What Love Is,378.0
I Can't Stand Still,528.0
The Woman In Me,528.0
Come Give Your Love To Me,522.0
On The Loose,468.0
Goody Two Shoes,252.0
Land Of A Thousand Dances,360.0
It's Raining Men,506.0
Pass The Dutchie,180.0
Carrie's Gone,324.0
Winds Of Change,418.0
Something To Grab For,423.0
Dreamin' Is Easy,390.0
My Kind Of Lady,372.0
American Made,360.0
Your Love Is Driving Me Crazy,247.0
Walking In L.a.,420.0
Sex (I'm A...),434.0
Allentown,374.0
Should I Stay Or Should I Go,1150.0
Down Under,25.0
"Baby, Come To Me",32.0
If You Wanna Get Back Your Lady,335.0
Escalator Of Life,522.0
Love On My Mind Tonight,264.0
Stray Cat Strut,57.0
Desperate But Not Serious,528.0
Wind Beneath My Wings,390.0
The Fanatic,504.0
Breaking Us In Two,288.0
Goodnight Saigon,392.0
Little Too Late,280.0
Lies,480.0
Poison Arrow,375.0
I Won't Be Home Tonight,553.0
All Right,192.0
Reap The Wild Wind,355.0
Shame On The Moon,42.0
Love My Way,440.0
Do You Wanna Hold Me?,308.0
Mexican Radio,522.0
You Are,72.0
Whirly Girl,392.0
Take The Short Way Home,533.0
"Where Everybody Knows Your Name (The Theme From ""Cheers"")",332.0
Back On The Chain Gang,120.0
Wind Him Up,512.0
I Know There's Something Going On,377.0
Make Love Stay,464.0
Minimum Love,492.0
Twilight Zone,270.0
Fools Game,246.0
Swingin',559.0
Separate Ways (Worlds Apart),136.0
One On One,126.0
We've Got Tonight,108.0
Smiling Islands,624.0
Whatever Happened To Old Fashioned Love,186.0
Hungry Like The Wolf,69.0
Sing Me Away,486.0
The Walls Came Down,370.0
I Cannot Believe It's True,316.0
Bang The Drum All Day,315.0
Side By Side,304.0
You Can't Run From Love,440.0
Front Page Story,520.0
So Wrong,390.0
Some Kind Of Friend,416.0
It Might Be You,500.0
I Couldn't Say No,384.0
Mr. Roboto,54.0
Gimme All Your Lovin,444.0
Keep It Confidential,273.0
What You Do To Me,432.0
New Year's Day,636.0
Ricky,504.0
Love On Your Side,405.0
Jeopardy,44.0
Come On Eileen,23.0
Looking For A Stranger,390.0
Easy For You To Say,540.0
Rio,182.0
The One Thing,420.0
Mornin',315.0
Love's Got A Line On You,767.0
Der Kommissar,105.0
Cool Places,588.0
Drop The Pilot,468.0
Love Is The Key,400.0
I Won't Hold You Back,170.0
Love Never Fails,354.0
Solitaire,119.0
Never Tell An Angel (When Your Heart's On Fire),352.0
No Time For Talk,330.0
Straight From The Heart,190.0
Inside Love (so Personal),430.0
The Closer You Get,418.0
Don't Make Me Do It,375.0
She Blinded Me With Science,110.0
Night Pulse,276.0
Europa And The Pirate Twins,335.0
Save The Overtime (For Me),660.0
Shy Boy (Don't It Make You Feel Good),332.0
That's Love,364.0
We Two,264.0
Roll Me Away,270.0
The Metro,580.0
Space Age Whiz Kids,416.0
The Woman In You,264.0
Faithfully,192.0
Don't Pay The Ferryman,476.0
Waiting For Your Love,438.0
When You Were Mine,348.0
Legal Tender,324.0
Let's Dance,20.0
Always Something There To Remind Me,176.0
I.o.u.,583.0
Don't Change,320.0
Time (Clock Of The Heart),36.0
Don't Let It End,96.0
White Wedding,468.0
Stand By,486.0
Family Man,96.0
Do You Compute?,448.0
Affair Of The Heart,162.0
Beat It,25.0
Shiny Shiny,370.0
I'm Still Standing,192.0
Radio Free Europe,390.0
She's A Beauty,200.0
Slipping Away,585.0
Ewok Celebration,480.0
War Games,405.0
Scarlet Fever,188.0
"Bad, Bad Billy",176.0
Come Dancing,102.0
Too Shy,95.0
Pieces Of Ice,310.0
All This Love,323.0
Who's Behind The Door?,488.0
The Border,396.0
It's Inevitable,418.0
How Do You Keep The Music Playing,765.0
Holiday Road,410.0
Maybe This Day,435.0
Juicy Fruit,540.0
Wanna Be Startin' Somethin',75.0
Fake Friends,350.0
Saved By Zero,320.0
Our House,133.0
Cuts Like A Knife,210.0
Solsbury Hill,672.0
Electric Avenue,44.0
Sharp Dressed Man,504.0
Rock 'n' Roll Is King,247.0
Flashdance...What A Feeling,25.0
Never Gonna Let You Go,92.0
Do It Again/Billie Jean,375.0
Blame It On Love,576.0
Ship To Shore,355.0
Get It Right,488.0
Don't You Know How Much I Love You,406.0
Someone Belonging To Someone,294.0
High Time,336.0
Is There Something I Should Know,68.0
After The Fall,276.0
Living On The Edge,375.0
What's She Got,344.0
I Don't Wanna Dance,371.0
Hold Me 'til The Mornin' Comes,640.0
Life Gets Better,188.0
Take Me To Heart,224.0
Canvas Of Life,184.0
Rainbow's End,416.0
Somebody's Gonna Love You,192.0
Freak-A-Zoid,528.0
(Keep Feeling) Fascination,160.0
Masquerade,246.0
"Baby, What About You",415.0
It's A Mistake,90.0
Lawyers In Love,195.0
You Know What To Do,332.0
She Works Hard For The Money,63.0
Fight Fire With Fire,406.0
Bad Boys,540.0
The Night,480.0
Human Touch,270.0
I'll Tumble 4 Ya,144.0
Don't You Get So Mad,350.0
Cold Blooded,480.0
Lady Love Me (One More Time),390.0
Don't Forget To Dance,290.0
How Can I Refuse,484.0
Unconditional Love,344.0
Every Breath You Take,22.0
Should I Love You,492.0
I Think You'll Remember Tonight,188.0
Maniac,22.0
Don't Girls Get Lonely,414.0
"Lady, Lady, Lady",172.0
Don't Try To Stop It,408.0
Is This The End,340.0
Take Another Picture,348.0
Sitting At The Wheel,270.0
Dead Giveaway,440.0
Wherever I Lay My Hat (That's My Home),490.0
(she's) Sexy + 17,75.0
Favorite Waste Of Time,312.0
Puttin' On The Ritz,84.0
What Am I Gonna Do (I'm So In Love With You),420.0
Far From Over,160.0
No One Can Love You More Than Me,312.0
Big Log,320.0
Caught In The Game,385.0
Allies,332.0
Never Say Die (Give A Little Bit More),511.0
Dirty Looks,270.0
Everyday I Write The Book,504.0
Just Be Good To Me,770.0
Dr. Heckyll & Mr. Jive,308.0
Tell Her About It,18.0
Automatic Man,340.0
Queen Of The Broken Hearts,408.0
The Safety Dance,72.0
Foolin',392.0
Stop Doggin' Me Around,450.0
Spice Of Life,520.0
Love Is A Stranger,299.0
Burning Down The House,180.0
A Little Good News,792.0
